ensemblGeneID	raw.CON1	raw.CON2	raw.CON3	raw.SCUTE1	raw.SCUTE2	raw.SCUTE3	norm.CON1	norm.CON2	norm.CON3	norm.SCUTE1	norm.SCUTE2	norm.SCUTE3	tpm.CON1	tpm.CON2	tpm.CON3	tpm.SCUTE1	tpm.SCUTE2	tpm.SCUTE3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FBgn0037408	105	152	137	24564	27289	30573	115.474253173627	188.293632786983	135.896574695443	20116.5205261279	20256.733424641	23050.4252358951	0.695095966448244	1.12411006020423	0.80482674644037	176.863513231199	183.604161165774	222.161536048512	7173.92859544815	-7.17795417809066	0.183462341794665	-39.1249457947309	0	0
FBgn0002735	274	237	408	29258	30320	25056	301.332813043561	293.589414279704	404.71388668424	23960.6398613194	22506.6568007298	18890.8989863797	6.39931557690781	6.18359572215788	8.45608796404219	743.209564341551	719.700146055467	642.347516026121	7551.86756020166	-6.02767313065437	0.151808946862591	-39.7056514469484	0	0
FBgn0000591	109	121	202	24879	25387	27721	119.873272342146	149.891641889638	200.373051740727	20374.4876310673	18844.8712467061	20900.1680556127	3.01579279883519	3.73998749018773	4.95966948200799	748.672035567519	713.880984745555	841.897536410168	7024.6194972601	-6.9936140280727	0.162853011083218	-42.9443335530281	0	0
FBgn0026197	493	455	477	33807	33377	32632	542.179112519984	563.642124461036	473.15814693231	27686.0124339198	24775.8800804076	24602.802351674	9.7394079588732	10.0416900548604	8.36238929968559	726.400210983855	670.150531346474	707.627455048159	8827.8879075134	-5.61065742127382	0.120143108749476	-46.6997856112851	0	0
FBgn0033872	281	263	286	6865	8633	7914	309.031096588469	325.797535677478	283.696498999247	5622.04500129735	6408.31029553761	5966.73749114819	1.79271735721359	1.87443778093102	1.61919032739464	47.6353910357918	55.9766202958253	55.4213235612532	2189.67410486818	-4.29473310644886	0.114012600059141	-37.6689339969536	0	0
FBgn0004170	93	83	106	126777	141094	209523	102.27719566807	102.818233692892	105.146254873847	103823.160834592	104734.638345718	157969.261986081	1.37602208466331	1.37192485853982	1.39179311941916	2040.1712155614	2121.73153179434	3402.90248049961	40768.4901055376	-10.2059764734831	0.20808360439286	-49.047480234023	0	0
FBgn0039883	913	712	757	22037	22459	21957	1004.07612521449	882.007016739028	750.902971127377	18047.0510842811	16671.4051809891	16554.4168679733	1.64163746441013	1.43019826925227	1.20789371332302	43.0965632408742	41.0427376404318	43.3365987541923	6329.76170628426	-4.28204126221914	0.119856653982955	-35.726354106532	1.54124441463986e-279	2.16412733592788e-276
FBgn0036202	135	104	135	7044	7933	7111	148.466896937521	128.832485591094	133.91268309405	5768.63583235813	5888.69750660256	5361.31795546561	0.582387496393289	0.501211919318021	0.516818922770129	33.0507493613405	34.7820485692319	33.6731927527484	1962.04615991948	-5.37016298425728	0.151579356314178	-35.4280629951122	6.31536809765651e-275	7.75921912898323e-272
FBgn0013725	188	129	140	11024	11611	10852	206.753900920399	159.801833088953	138.872412097533	9028.02972968711	8618.89156046418	8181.83412357091	2.17509115201821	1.6673205389837	1.43738799184065	138.721094490025	136.530181214039	137.817618652912	2966.20694044242	-5.67698228570898	0.160293552806698	-35.4161610763909	9.6302829832183e-275	1.0517339049117e-271
FBgn0029708	405	365	391	11008	12050	12610	445.400690812563	452.152473468743	387.850808072397	9014.92663864257	8944.76300952488	9507.27315685857	2.21516848242548	2.23025428346331	1.89781931352374	65.4853044439814	66.9851009822493	75.7080692803742	3376.28195518469	-4.419003323284	0.12583097209994	-35.1185661966772	3.51064145599299e-270	3.45060948709551e-267
FBgn0034013	119	118	165	8948	9666	8247	130.870820263444	146.175320189895	163.67105711495	7327.90366665822	7175.11031120892	6217.80188141258	0.483650473286204	0.535767592309574	0.595106870383637	39.5543562518196	39.9273857479746	36.7922200617285	2430.37300181025	-5.55311803028909	0.161581012459225	-34.367392218751	7.74440532228308e-259	6.91997817388367e-256
FBgn0266521	389	319	282	14626	16644	16053	427.804614138486	395.168874072682	279.72871579646	11977.8631010889	12354.9075129072	12103.1130838264	2.78017483778189	2.54696494392392	1.78853720858145	113.692486762702	120.898146668355	125.937206786634	4278.81025540565	-5.04881166690977	0.154464164552354	-32.6859740027179	2.47141849657237e-234	2.02429770023416e-231
FBgn0015721	412	451	599	9540	10181	9527	453.098974357471	558.687028861379	594.175534617304	7812.71803530615	7557.39686306828	7182.85419233875	3.47441192722133	4.24884032638378	4.48267525530824	87.50163247753	87.2597486677781	88.1892400784392	2930.27954154537	-3.8112981144942	0.119163974960349	-31.9836436789087	1.84105387770571e-224	1.39197835107457e-221
FBgn0010109	69	64	79	3591	4066	4824	75.8830806569551	79.2815295945193	78.3637182550367	2940.82499630864	3018.20799972848	3637.04089680299	0.721062082960807	0.747159494053644	0.732617053194644	40.815268968743	43.184746191376	55.3358023051825	1105.18666758444	-5.361188692346	0.17145885617199	-31.2680768555239	1.26805666592153e-214	8.90266354953052e-212
FBgn0034145	293	269	350	8702	10306	13322	322.228154094027	333.230179076964	347.181030243834	7126.44364184844	7650.1848610924	10044.0835048113	1.36203431608611	1.39695522565708	1.44382593237653	43.9970135126116	48.6911460298554	67.9775021874835	2991.75999088909	-4.62932208094865	0.149281079807878	-31.0107756917789	3.85814635398876e-211	2.52811470089037e-208
FBgn0031065	70	57	85	3350	3709	3166	76.9828354490849	70.6101122951188	84.3153930592167	2743.45968745027	2753.2054773716	2386.99657530644	0.409389488027242	0.372411668515984	0.44114761632092	21.3091999077322	22.0462592145815	20.3247354486473	929.917978865057	-5.08227744469898	0.167750347651391	-30.2966730969802	1.26805921343201e-201	7.78984625551449e-199
FBgn0053200	16	25	39	3271	3628	3317	17.5960766740765	30.9693474978591	38.68588622717	2678.76317541786	2693.07885465197	2500.84259011101	0.53610221190303	0.935787850574077	1.15962771836674	119.204280344869	123.547603012959	121.996797938603	894.340544171497	-6.48605878163653	0.215709400974088	-30.0685030524732	1.25111846832872e-198	7.23367260306059e-196
FBgn0037697	181	190	303	10286	11634	11684	199.055617375491	235.367040983729	300.55957761109	8423.64965525777	8635.96455210062	8809.11812567292	1.74889043270535	2.05091379058606	2.59808299159683	108.097148217075	114.249028464464	123.922714874793	3030.45470197831	-5.13481866275627	0.17134003467182	-29.9685865745933	2.51965314117685e-197	1.37587059581262e-194
FBgn0036713	1966	1359	1780	56	47	49	2162.11792132716	1683.49372998362	1765.66352524007	45.8608186558852	34.888287257068	36.9434087776423	29.9639757504415	23.1390304432853	24.0747779382471	0.928298481546951	0.728036596118408	0.819761178166923	1307.48141277159	5.57965677557248	0.186507376177444	29.9165474842343	1.19895964270696e-196	6.20240754114039e-194
FBgn0029939	569	548	641	10279	10986	13276	625.760476721847	678.848097153072	635.837258246564	8417.91705292578	8154.95157034359	10009.4019373873	1.74594183276016	1.87848547010538	1.74542783735812	34.3045763324155	34.2607233636283	44.7157059984705	3648.72005273357	-3.77653059408919	0.127284496378496	-29.66999675168	1.87293906770044e-193	9.20455904821382e-191
FBgn0052677	452	387	401	7596	8366	9137	497.089166042663	479.405499266859	397.770266079364	6220.69247339471	6210.1151317581	6888.81481635343	0.992774187444563	0.949582679216791	0.781596811127562	18.1459908550111	18.6753750073574	22.0288086649602	2454.3219887304	-3.81498478116594	0.130249053901412	-29.2899231656115	1.39375397571822e-188	6.52343229873068e-186
FBgn0034692	31	24	26	2430	2801	3043	34.0923985560233	29.7305735979448	25.7905908181133	1990.0319523893	2079.19345972441	2294.26107980338	0.446260658039206	0.38596500251012	0.332144159297646	38.0466892154225	40.9807069069158	48.0844002950219	724.339555554914	-6.15496422799187	0.210353564639299	-29.2600899753994	3.34138152207809e-188	1.49283813547753e-185
FBgn0000137	70	56	63	6846	6881	4686	76.9828354490849	69.3713383952044	62.49258544389	5606.48508068196	5107.79371523159	3532.99619453127	0.612904920758479	0.547763225784595	0.489510466110177	65.1952045922981	61.2330729863892	45.037336270452	1619.71142823949	-6.09397534486405	0.210556109296749	-28.9422869999723	3.50918337896925e-184	1.49964188834299e-181
FBgn0040070	9271	7895	9748	58237	69494	68250	10195.8266778352	9780.11993982391	9669.48766519111	47692.7945725497	51585.6730775039	51456.8907974304	147.42522842681	140.251378953043	137.558399144068	1007.22828399411	1123.13501564849	1191.30572240337	23378.267403821	-2.34615217665087	0.0819997376530223	-28.6117034493268	4.80522832266595e-180	1.96794121597848e-177
FBgn0052547	139	129	187	5097	6464	7800	152.86591610604	159.801833088953	185.493864730277	4174.15344087583	4798.25295382314	5880.78751970633	0.647142529179717	0.670941459779216	0.772597168924752	25.809730209366	30.5862277852968	39.8616331747599	1761.43597004171	-4.89595593104424	0.172740934202217	-28.3427663145139	1.02774902526797e-176	4.04069806774357e-174
FBgn0005636	30	47	50	5309	7111	10058	32.9926437638935	58.2223732959751	49.5972900348334	4347.76939721597	5278.52363159597	7583.20011194953	0.186309601881799	0.326078089905234	0.275556304415286	35.8600093163192	44.8832287268647	68.5647597024201	3139.65070993733	-6.93801485495505	0.247655447926541	-28.0147879363954	1.07322747458772e-172	4.05721263373948e-170
FBgn0035583	1441	1524	2139	30990	37473	38717	1584.74665545902	1887.89142346949	2121.77206769017	25379.0494668907	27816.3571996619	29190.5705641628	44.9553049366467	53.114330470062	59.2180518417701	1051.53136888939	1188.15981317208	1325.84882922329	10358.1098750164	-3.88011346286089	0.140797129679127	-27.5581858217107	3.53072855220129e-167	1.28531596072542e-164
FBgn0035246	1082	968	1113	38154	42473	47162	1189.93468508443	1199.1331351171	1104.03567617539	31245.9584820829	31527.8771206266	35557.6539749218	8.89881490945629	8.89385505977384	8.12318682261689	341.294019340242	355.02364599038	425.767464101141	11870.3335450768	-4.81525208928636	0.175257424546773	-27.4753101144725	3.46389272177502e-166	1.21595005579738e-163
FBgn0030230	373	322	413	6940	8649	10297	410.20853746441	398.885195772425	409.673615687724	5683.46574056863	6420.1871592847	7763.39347313027	2.28444317430002	2.20311504671136	2.24464643786273	46.2290200718729	53.8365044505692	69.2241424271991	2475.79532207905	-4.02668898542315	0.146870055925221	-27.4166776887002	1.73527131321018e-165	5.88137301294582e-163
FBgn0263111	2118	1776	2121	24539	29402	27352	2329.28064973088	2200.06244624791	2103.91704327763	20096.0469463708	21825.2217432407	20621.9615691035	4.13353024591097	3.87211192942	3.67334903985265	52.0877639561518	58.3191877163013	58.5948700899844	38208.0663062763	-3.23716699283871	0.118142718455863	-27.4004782956478	2.70676873869793e-165	8.86827664422066e-163
FBgn0028516	47	55	101	4277	4489	4364	51.6884752300999	68.1325644952901	100.186525870363	3502.62002484323	3332.20258504209	3290.2252225639	0.551875362660249	0.721465577953634	1.05242434648569	54.6218101287501	53.5712996905482	56.2475012727233	1172.30288530573	-5.5152166164144	0.201477756659049	-27.3738238298312	5.62216109880488e-165	1.78258778839204e-162
FBgn0024836	218	135	151	10180	10853	9235	239.746544684293	167.234476488439	149.783815905197	8336.8416770877	8056.22514044593	6962.70163390872	0.357809868441605	0.247536568666089	0.219937423031616	18.1730276898516	18.1044382030552	16.6382660454302	2705.24791682454	-5.39120647714038	0.197691396243948	-27.270819972801	9.41397697092955e-164	2.89156186397708e-161
FBgn0262476	634	420	614	19778	19134	15849	697.244538210283	520.285037964033	609.054721627754	16197.0584174303	14203.2444335476	11949.3078717725	3.01639911518952	2.23233112475945	2.59235385483469	102.344759319008	92.5219432176614	82.7707244086722	4983.3541479985	-4.53435877886353	0.167235159309466	-27.1136691446131	6.79422375779048e-162	2.02364925197947e-159
FBgn0267937	44	67	81	7577	8195	9600	48.3892108537105	82.9978512942624	80.34760985643	6205.13255277932	6083.18115046111	7237.89233194626	1.56288562192933	2.65863733573784	2.55320627088709	292.722089261121	295.844095749857	374.301093840818	2244.44719718771	-6.52813786529485	0.240830809897915	-27.1067388265731	8.20062264453008e-162	2.37070352862018e-159
FBgn0050285	157	120	171	2591	2710	2496	172.661502364376	148.652867989724	169.62273191913	2121.88180602497	2011.64379716286	1881.85200630603	5.80942500170354	4.96048933660832	5.61508030318183	104.276056723623	101.915964069244	101.380264964816	763.628440067314	-3.61202553445564	0.13487629898479	-26.7802835757154	5.48382964665683e-158	1.54001604562828e-155
FBgn0266182	304	305	515	10111	12288	14760	334.325456807454	377.826039473881	510.852087358784	8280.33459695812	9121.43135776279	11128.2594603674	19.0237446665002	21.3222014070511	28.5993404674874	688.177112494855	781.525326381213	1013.87432687169	3480.0829518818	-4.54201992687761	0.171088889482821	-26.5477199636255	2.72869283508365e-155	7.45008941001032e-153
FBgn0051454	154	144	224	3514	4162	4639	169.362237987987	178.383441587669	222.195859356053	2877.76637065679	3089.469182211	3497.56067998945	1.88743646680578	1.97162306581782	2.43627328755295	46.8421766618845	51.8433582337798	62.4095911231641	1160.88315387235	-4.05029024490944	0.153653618333174	-26.3598754708596	3.95481347421001e-153	1.05059085508136e-150
FBgn0015558	97	95	88	2427	2399	2495	106.676214836589	117.683520491865	87.2912304613067	1987.57512281845	1780.78725807885	1881.09805918812	0.286682314750027	0.313662464708327	0.230801275470359	7.80158121897231	7.20607611738904	8.09422107599683	697.662088985739	-4.18712929458452	0.159258235786151	-26.2914459268965	2.40221974242615e-152	6.21353101271226e-150
FBgn0034720	137	102	129	4643	5279	5506	150.66640652178	126.354937791265	127.96100828987	3802.35323248705	3918.62273255451	4151.23283121834	0.586260709026851	0.487618496232365	0.489876150287825	21.6098919317902	22.9594411534768	25.8631710870424	1429.67578852435	-4.87325983183145	0.189190018416544	-25.7585462098845	2.58574281233726e-146	6.51673489806741e-144
FBgn0026439	102	91	155	3141	3553	2890	112.174988797238	112.728424892207	153.751599107983	2572.30056068099	2637.4060558375	2178.90717076299	0.720520838831326	0.718120862489017	0.971637877381469	24.1322602484847	25.5082703251402	22.4088495517506	894.854664525885	-4.28029112268712	0.167109907568775	-25.613628688805	1.0755494676274e-144	2.64289392932743e-142
FBgn0003448	309	350	431	26209	26083	14903	339.824230768103	433.570864970028	427.528640100264	21463.6820741445	19361.5148197043	11236.0738982287	3.94152036527852	4.98750239304769	4.87875410596448	363.613028481481	338.144451719894	208.667273162989	9209.25213111806	-5.43812494298686	0.212533753673762	-25.5871119245104	2.12273066226599e-144	5.08885845839328e-142
FBgn0010105	563	477	737	6079	6965	6124	619.161947969069	590.895150259152	731.064055113444	4978.35565373439	5170.1472499038	4617.17215008738	4.80108269705393	4.54421580760938	5.57730819646516	56.3827981046106	60.3658529755915	57.3246375797436	2347.47969156145	-2.92538767586453	0.114456408133637	-25.5589680260532	4.36459559739723e-144	1.02141928873375e-141
FBgn0002633	270	413	576	21132	21688	27533	296.933793875042	511.613620664633	571.36078120128	17305.9074970744	16099.0888091764	20758.4259974454	5.8499697193721	9.9965394196458	11.0748716452509	497.982573880238	477.582921187242	654.815170783989	6573.84068581347	-5.29432403638498	0.207538464561801	-25.5100857933178	1.52353556548383e-143	3.48251885421873e-141
FBgn0034070	266	264	238	8292	8839	11755	292.534774706523	327.036309577392	236.083100565807	6790.67693383214	6561.22491628136	8862.64837104461	0.906400390500288	1.00496781082792	0.719683869136999	30.7313352491143	30.6112462020884	43.9679710105232	2656.23082971301	-4.70076235242633	0.187493317488896	-25.0716261005128	1.01451681323078e-138	2.26629221755575e-136
FBgn0266579	231	152	216	6824	6409	5690	254.04335698198	188.293632786983	214.26029295048	5588.46833049572	4757.42623469253	4289.95910091398	1.30923936056533	0.962410690862119	1.08639357574951	42.0658608815104	36.9178817270312	35.3993007777426	1762.82202772822	-4.47688419678525	0.179662197563912	-24.9183426312742	4.70797739699919e-137	1.02832688522456e-134
FBgn0000636	716	747	1066	24819	27741	22802	787.424431164926	925.36410323603	1057.41422354265	20325.3510396503	20592.2548254962	17191.5021826082	3.73017004872416	4.34756403506915	4.92832315502417	140.631813430746	146.884899270831	130.395887189674	12920.1428168683	-4.39035856759778	0.179045079246441	-24.5209674908451	8.8279059856278e-133	1.88629321592904e-130
FBgn0085400	212	195	200	3507	3733	3048	233.148015931514	241.560910483301	198.389160139333	2872.03376832481	2771.02077299223	2298.03081539294	0.783095483576236	0.804680073592604	0.655594374254701	14.0895886458336	14.0144570633155	12.3585968366981	1096.81351749128	-3.56316830035833	0.146962936599149	-24.2453531673574	7.40219574108537e-130	1.54800387104528e-127
FBgn0264494	713	761	1020	7553	9235	8835	784.125166788536	942.706937834832	1011.7847167106	6185.47791621251	6855.17729402176	6661.12278674429	4.43442993551148	5.28740651239011	5.6295645536703	51.0918280465678	58.3746912334597	60.3156712305762	3029.09811528318	-2.84647555625333	0.118289141572479	-24.063709639056	5.99913525839202e-128	1.22844792614032e-125
FBgn0003308	71	64	100	3675	3981	3124	78.0825902412147	79.2815295945193	99.1945800696667	3009.61622429246	2955.11216107208	2355.33079635418	0.348313468752134	0.350753223401711	0.435349734344832	19.6088873969841	19.8492237013022	16.8228002670353	2456.42291846668	-5.01512665926552	0.20983389557182	-23.9004601501524	3.0291799888292e-126	6.07628777759229e-124
FBgn0036786	9	23	20	1957	2341	2718	9.89779312916806	28.4917996980304	19.8389160139333	1602.67182338513	1737.73362699566	2049.22826648228	0.138559340675914	0.395576890235438	0.273243386085896	32.7693490183583	36.6297657639625	45.9322896664365	613.213912585887	-6.54977349886375	0.276193107538474	-23.7144712163078	2.55699272036304e-124	5.02653628968967e-122
FBgn0039816	194	97	188	6971	8350	11250	213.352429673178	120.161068291693	186.485810530973	5708.85297946742	6198.23826801101	8481.90507649952	2.28805541450715	1.27804551343925	1.96765531040169	89.4218356623165	100.090005499762	145.644025782971	2392.42242180836	-5.28962875036679	0.224194425496547	-23.5939352133814	4.44823583119279e-123	8.57288431074391e-121
FBgn0050419	40	45	51	2553	2519	2077	43.9901916851914	55.7448254961464	50.58923583553	2090.76196479419	1869.86373618201	1565.94816390129	0.223258725444927	0.280589064324808	0.252606772535494	15.4982604212803	14.2894675444212	12.725073227432	652.207853811418	-5.20297352844404	0.223345307798181	-23.295647353136	4.9073113335779e-120	9.27576213418023e-118
FBgn0053531	148	138	196	2063	2464	2454	162.763709235208	170.950798188182	194.421376936547	1689.4798015552	1829.03701705139	1850.18622735376	0.660153116806168	0.687656933717454	0.775827908551978	10.0084282544706	11.1702551999586	12.0152514781389	712.968098026031	-3.34330619701922	0.144087657429067	-23.2032795637967	4.21901205808882e-119	7.82427726772736e-117
FBgn0032602	40	51	76	3012	4242	5574	43.9901916851914	63.1774688956326	75.3878808529467	2466.6568891344	3148.85350094643	4202.50123523629	0.447221366997404	0.637004509528985	0.7540541073929	36.6269883725087	48.202842231919	68.4076799759241	1130.48126659753	-5.74588215544739	0.247690604943463	-23.1978203483291	4.78981712164746e-119	8.71835416456906e-117
FBgn0052091	2122	1884	3103	206	190	194	2333.6796688994	2333.85002743866	3078.00781956176	168.702297198435	141.037756996658	146.265740874747	15.2170047074692	15.0929617412307	19.7465820988862	1.60669967336744	1.38476738273094	1.52707676493042	2041.30175999444	4.0875689106126	0.176632305144797	23.1416835513852	1.76296439070692e-118	3.15057763568334e-116
FBgn0259108	1335	1055	1130	11308	12600	13531	1468.17264749326	1306.90646440965	1120.89875478723	9260.60959572767	9353.03020083099	10201.6584524547	1.27630658162631	1.12677182798623	0.958690780307571	11.7582646950515	12.2428835127505	14.199693853232	4181.4681216803	-2.88728638003124	0.125223268709199	-23.057107595045	1.24821294352969e-117	2.19083661106309e-115
FBgn0024289	52	84	123	5368	6598	5196	57.1872491907488	104.057007592807	122.00933348569	4396.08704544271	4897.72168770499	3917.50922466591	0.79767912027028	1.4395075400035	1.67438897718807	89.5614420064615	102.867129482278	87.4922060257853	1537.06326037044	-5.54155537558183	0.240841862499498	-23.0091036419941	3.779037506895e-117	6.51651923776683e-115
FBgn0040726	328	226	242	4905	5704	5327	360.719571818569	279.962901380646	240.050883768593	4016.91634834137	4234.10192583651	4016.27629711226	1.93960826666139	1.49299515770857	1.26993622868415	31.5473499988831	34.2814457144402	34.5778689030692	2049.54901687088	-3.80100793310205	0.166794923988586	-22.7885108383883	5.96082146749091e-115	1.01015369317187e-112
FBgn0004595	1996	2111	2211	34565	39562	52355	2195.11056509105	2615.05170271922	2193.19216534033	28306.7713721548	29367.0302226409	39472.901358234	1.80822646869043	2.13643800881681	1.77749092440355	34.0574820200483	36.4258716434313	52.0625928170575	12585.6125946792	-3.7942884685882	0.16672100463742	-22.7583109689142	1.18731954414506e-114	1.94602803864111e-112
FBgn0037844	41	65	93	3269	3782	4257	45.0899464773212	80.5203034944337	92.25095946479	2677.1252890373	2807.39366821768	3209.55288094742	0.692332395183303	1.22617915976016	1.39360632698714	60.0384410388757	64.907031940251	78.905956856129	1002.35372376395	-5.31636726124534	0.233601366032334	-22.7582884104773	1.18793043359921e-114	1.94602803864111e-112
FBgn0002917	155	120	124	2554	3096	3143	170.461992780117	148.652867989724	123.001279286387	2091.58090798448	2298.17313506133	2369.65579159449	0.418776668305998	0.362194459498385	0.297302683090589	7.50508061979999	8.50141389262897	9.32117161940572	855.203801200698	-3.93699467083917	0.173494529177099	-22.692327472876	5.33392135565003e-114	8.59460868929248e-112
FBgn0010407	214	170	232	1990	2238	2251	235.347525515774	210.591562985442	230.131425761627	1629.69694866449	1661.27631662379	1697.13496241781	2.00492430579873	1.77927430153186	1.92885044959058	20.277806454651	21.3100132039475	23.1491498596054	708.423493514225	-2.88158992730096	0.127797521574045	-22.5480892885031	1.40209302566926e-112	2.22276973375858e-110
FBgn0004509	695	511	557	6079	7081	6762	764.3295805302	633.01346285624	552.513810988044	4978.35565373439	5256.25451207018	5098.19041131464	2.37545490630627	1.95115900847248	1.68944300627216	22.5984066298801	24.5977854683817	25.3695343697191	2109.23339935658	-2.97589968101947	0.132931421735385	-22.3867287520879	5.30096061177788e-111	8.27033997669282e-109
FBgn0034501	49077	44806	55466	20995	22380	21566	53972.6659333534	55504.503359563	55019.2657814413	17193.7122800055	16612.7631662379	16259.6235448701	288.849118966352	294.604239279027	289.698503401782	134.397938952921	133.872863032268	139.327865850417	35590.4102878682	1.71616116566341	0.076876271895212	22.3236783386512	2.17628000959938e-110	3.34229003349254e-108
FBgn0033913	333	281	402	4841	5047	4432	366.218345779218	348.095465875936	398.76221188006	3964.50398416322	3746.40820822175	3341.49362658185	1.78871328606973	1.68621363410437	1.91623565447393	28.2823356161847	27.5530216313901	26.1319365452116	3042.63729109485	-3.31044794399959	0.148603824336161	-22.277003696156	6.17532871418651e-110	9.33804706642142e-108
FBgn0033437	638	594	810	8987	10503	14166	701.643557378802	735.831696549133	803.4760985643	7359.84245107929	7796.4187459784	10680.4148723282	10.0775375421434	10.4816575904391	11.3539016797429	154.394625110202	168.611247108123	245.615815076255	5005.8360965177	-3.52691130161063	0.158331262650411	-22.2755205925308	6.38318016350422e-110	9.50610270107318e-108
FBgn0039089	125	88	89	2175	2673	2792	137.469349016223	109.012103192464	88.2831762620034	1781.20143886697	1984.17854974772	2105.0203532077	0.811339099103932	0.638094265894807	0.512635601003554	15.3544881434728	17.6331856652903	19.8922152655371	730.725817420238	-4.13526149763317	0.186113956295253	-22.2189758358204	2.25145812279694e-109	3.3029226699957e-107
FBgn0036205	56	72	93	1595	1791	2142	61.5862683592679	89.1917207938343	92.25095946479	1306.21438850244	1329.46643568955	1614.95472656551	0.470571550534946	0.675896058898053	0.693500778832461	14.5774653364229	15.2958161652777	19.7575209345878	539.045099557732	-4.12812205889484	0.186084213984631	-22.1841604427326	4.8846431569121e-109	7.06046435136603e-107
FBgn0038540	47	62	79	2122	2686	3128	51.6884752300999	76.8039817946906	78.3637182550367	1737.79744978193	1993.82850154223	2358.34658482582	1.42449879934526	2.09925741749865	2.12479817707165	69.950898745124	82.7388855808621	104.065390417099	721.691096361273	-4.87978980071374	0.220344621302905	-22.1461716281495	1.13569694876372e-108	1.61779207382588e-106
